Latitud,Longitud,Regional,Provincia,Ciudad,Tipo_CS,Nombre_agencia,Sector,Direccion,Telefono,Supervisor,Entrega_en_oficina,Hora_promedio_entrega,Horario_Lunes_Viernes,Horario_fin_semana,Email
-2.064163,-79.908226,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_C.C OASIS,NORTE,AV 28 NE Y AUTOPISTA NARCISA DE JESUS KM 1.6 CENTRO COMERCIAL OASIS LC63 FTE A KFC,0997878122,BETANCOURT HOYOS ISABEL CRISTINA,SI,11H00,09H00 A 13H00 - 14H00 A 19H30,09H00 A 17H00,CSC.COASIS.GUAYAQUIL@GMAIL.COM
-2.055467,-79.919365,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_C.C PALMORA PLAZA,NORTE,C.C PALMORA PLAZA - LOCAL 28 - KM 18 VIA A SAMBORONDON,09-60787473,LOPEZ FUENTES BRYAN PAUL,SI,12H00,08:00 a 18:00,09:00 a 13:00,cs.ccpalmoraplaza.guayaquil@gmail.com
-2.17091111,-79.9013567,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_C.C POLICENTRO,NORTE,AV. SAN JORGE Y DR. JUAN BAUTISTA ARZUBE CENTRO COMERCIAL POLICENTRO REF DIAG A LA CLINICA KENNEDY,0959061009,CABRERA MACIAS JOSE LUIS,NO,NO TIENE,10H00 A 20H00,10H00 A 20H00,veronica.armas@cislatam.com
-2.137418,-79.899587,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_C.C. ALBOCENTRO 4,NORTE,C.C. ALBOCENTRO 4 LOCAL 04 - ALBORADA V - RODRIGO BAQUERIZO NAZUR Y DEMETRIO AGUILERA,0984224199 - 0988777634,CABRERA MACIAS JOSE LUIS,SI,11h00,08H00 A 19H00,08H00 A 14H00,csalbocentro4.guayaquil@gmail.com
-2.129365,-79.927933,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_C.C. SAN FELIPE,NORTE,JOSE ANTONIO GAULT 100 Y AV PONCE ENRIQUE DENTRO DEL C.C. SAN FELIPE,0997681806,CABRERA MACIAS JOSE LUIS,SI,10H30,08H30 A 19H00,09H00 A 13H00,csccsanfelipe.guayaquil@gmail.com
-2.1976658,-79.8856318,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_CAJA DE SEGURO,CENTRO,F. DE P. LAVAYEN 116 Y AV. OLMEDO,0998985940,CABRERA MACIAS JOSE LUIS,SI,12H00,08H00 A 18H00,09H00 A 14H00,cscajadeseguro.guayaquil@gmail.com
-2.190326,-79.942507,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_CC SAN EDUARDO,SUROESTE,JOSE RODRIGUEZ BONIN Y CALLE 26 A - C.C. SAN EDUARDO SHOPPING LOCAL 1A,04-3732000 EXT 4321,BETANCOURT HOYOS ISABEL CRISTINA,SI,10H30,09H00 A 12H00 - 13H00 A 18H00,09:00 A 13:00,csccsaneduardo.guayaquil@servientrega.com.ec
-2.160448,-79.895669,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_CDLA KENNEDY,NORTE,AV. MIGUEL H ALCIVAR Y ANGEL BARRERA - CDLA KENNEDY NORTE MZ 97 SL 17AL19 DIAG PARQUE JAPONES FTRE A LAB ASIMED,04-3951811 / 04-3951810,CABRERA MACIAS JOSE LUIS,SI,12H30,08:30 A 16:30,NO LABORA,cscdlakennedy.guayaquil@gmail.com
-2.1831202,-79.8956365,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_CDLA. BOLIVARIANA,CENTRO,CDLA BOLIVARIANO MZE SOLAR 8 LOCAL 3,0996638098,LOPEZ FUENTES BRYAN PAUL,SI,11H00,09H00 A 17H00,09H00 A 13H00,cscdlabolivariana.guayaquil@gmail.com
-2.159214,-79.928055,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_CDS PRUEBA,NORTE,CR 18 78 40 701,00,RAUL CAMACHO,SI,12,09:00 a 12:00- 13:00 a 17:00,09:00 a 12:00,proyectos@exalogin.com
-2.16884,-79.9446564,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_CEIBOS LOS OLIVOS,NORTE,MONKEYMART - AV LEOPOLDO CARRERA CDLA LOS OLIVOS MZ 9-C SL 01 FRENTE A MEDICITY,0988922650,CABRERA MACIAS JOSE LUIS,NO,0h0,08H00 - 19H00,08H00 - 13H00,csceiboslosolivos.guayaquil@gmail.com
-2.159554,-79.8889,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_CENTRO DE CONVENCIONES,NORESTE,AV. DE LAS AMERICAS - LOCAL 1 - JUNTO AL CENTRO DE CONVENCIONES DE GUAYAQUIL,04-3732000 EXT 4323,BETANCOURT HOYOS ISABEL CRISTINA,SI,11H30,09H00 A 12H00 - 12H30 A 19H00,09H00 A 13H00,cscentrodeconvenciones.guayaquil@servientrega.com.ec
-2.143399,-79.883584,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_CENTRO DE NEGOCIOS TERMINAL,NORTE,AV. DE LAS AMERICAS CENTRO DE NEGOCIOS EL TERMINAL LOCAL 38 BLOQUE C FRENTE A GASOLINERA PRIMAX,0981396323,BETANCOURT HOYOS ISABEL CRISTINA,SI,11H00,09H30 A 13H00 - 14H00 A 18H30,NO LABORA,gyecentrodenegocioselterminal@gmail.com
-2.218225,-80.080895,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_CHONGON,NORTE,KM 24 VIA A LA COSTA SAN GERONIMO 2 MZ 458 V1,0979077985,CABRERA MACIAS JOSE LUIS,SI,12H30,07H30 A 12H00 / 13H00 A 16H30,08H00 A 13H00,cschongon.guayaquil@gmail.com
-2.1921658,-79.8828582,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_CISLATAM AV. CHIMBORAZO,CENTRO,AV. CHIMBORAZO 201 Y JOSE VELEZ VILLAMAR REF DIAG A CAMISERIA EL,0999801403,CABRERA MACIAS JOSE LUIS,NO,N/A,08H00 A 19H00,09H00 A 13H00,veronica.armas@cislatam.com
-2.140519,-79.909013,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_CITY MALL,NOROESTE,FELIPE PEZO S/N Y BENJAMIN CARRION MZ.105,04-3732000 EXT 4318,BETANCOURT HOYOS ISABEL CRISTINA,SI,10H00,10H00 A 20H00,10H00 A 14H00,cscitymall.guayaquil@servientrega.com.ec
-2.025651,-79.948567,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_CIUDAD SANTIAGO,NORTE,"KM 19,5 VIA DAULE - PLAZA TIA EL CAMINO",0958923909,CABRERA MACIAS JOSE LUIS,NO,12H00,08H30 A 18H30,09H00 A 14H00,csciudadsantiago.guayaquil@gmail.com
-2.139466,-79.933534,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_CL JTM GUAYAQUIL,NORTE,AV.7 1/2 VIA DAULE,04-373200 EXT 4346,BETANCOURT HOYOS ISABEL CRISTINA,SI,09H30,08H00 A 21H00,09H00 A 15H00,cscljtm.guayaquil@servientrega.com.ec
-2.19455,-79.88193,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_CLEMENTE BALLEN,CENTRO,PEDRO CARBO 0803 Y CLEMENTE BALLEN,04-2320192,LOPEZ FUENTES BRYAN PAUL,NO,SIN SERVIC,09H00 A 17H45,10H00 A 13H00,csclementeballen.guayaquil@gmail.com
-2.203540,-79.886355,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_CTG AV. BRASIL,CENTRO,BRASIL 429 ENTRE CHIMBORAZO Y CORONEL,099 370 9833,CABRERA MACIAS JOSE LUIS,SI,11H00,08:00 A 18:30,10:00 a 12:00,csctgavbrasil.guayaquil@gmail.com
-2.17733,-79.89335,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_CUARTEL MODELO,NORTE,CDLA MODELO CALLE PRINCIPAL 412 Y LA QUINTA ESQUINA VILLA 5 PB MZ 19 ATRAS DEL CUARTEL MODELO,0990796664,LOPEZ FUENTES BRYAN PAUL,SI,12H00,08H30 A 18H00,09H00 A 13H00,cscuartelmodelo.guayaquil@gmail.com
-2.242142,-79.891378,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_DOMINGO COMIN GRAN AKI,SUR,AV.DOMINGO COMIN CALLE 50 S.1 MZ. 19,04-3732000 EXT 4313,CABRERA MACIAS JOSE LUIS,SI,11H00,10H00 A 19H30,09H00 A 13H00,csdomingocomingranaki.guayaquil@servientrega.com.ec
-2.1635123,-79.8998811,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_EDIF WTC SAABU SA,NORTE,WTC LOCAL 32 FCO DE ORELLANA,0963077900,LOPEZ FUENTES BRYAN PAUL,SI,12H30,08H30 A 19H00,N/A,cswtc.guayaquil@gmail.com
-2.12964,-79.881836,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_EL LIMONAL,NORTE,COOP. EL LIMONAL AV. NARCISA DE JESUS S/N Y CALLE QUITO CALLEJON 16AVA MZ 2366 SL 1 A 100 MTS DE LA FARMACIA CRUZ AZUL,0983512573,BETANCOURT HOYOS ISABEL CRISTINA,SI,10H00,08H30-13:00 A 14:00-19H00,09H00 A 13H00,csellimonal.guayaquil@gmail.com
-2.119479,-79.951467,SUR,GUAYAS,GUAYAQUIL,CONCESION,GUAYAQUIL_ENTRADA DE LA 8 EN LA Y,NORTE,AV CASUARIANA EN LA Y DE LA ENTRADA DE LA 8 / REFERENCIA POR LA GANGA COOP GUERREROS DEL FORTIN MZ 1178 SL 5,0983661641 - 0997546676,CABRERA MACIAS JOSE LUIS,SI,11H00,09H00 - 17H00,09H00 - 14H00,csentradadela8.guayaquil@gmail.com
-2.202501,-79.884239,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_FEBRES CORDERO,SUR,F.CORDERO 223 Y CHILE Y ELOY ALFARO,04-3732000 EXT 4307,LOPEZ FUENTES BRYAN PAUL,NO,-,09H30 A 19H30,09H00 A 14H00,csfebrescordero.guayaquil@servientrega.com.ec
-2.2506387,-79.8991423,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_FERTISA,SUR,COOP. SANTIAGUITO DE ROLDOS 1 AV PADRE CAYETANO TARRUEL SOLAR 19 INTERSECCIÓN CUARTO CALLEJON 53SO MZ 1158 JUNTO A LOCA,0991799921,BETANCOURT HOYOS ISABEL CRISTINA,SI,11H00,08H30 A 17H30,08H30 A 14H00,csfertisa.guayaquil@gmail.com
-2.128531,-79.939951,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_FLORIDA NORTE AV. PRINCIPAL,NORTE,FLORIDA NORTE MZ 0408 SL.3 TARQUI,0990867284,LOPEZ FUENTES BRYAN PAUL,SI,11H00,09:00 A 19:30,10:00 A 13:00,csfloridanorteavprinc.guayaquil@gmail.com
-2.129116,-79.933287,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_FLORIDA NORTE VIA DAULE,NORTE,VIA A DAULE - ENTRANDO POR EL PUENTE DE LA FLORIDA MZ100 V3,0939357167 - 0997546676,CABRERA MACIAS JOSE LUIS,SI,11h00,08H00 A19H00,09H00 A 13H00,csfloridanorte.guayaquil@gmail.com
-2.21648,-79.90370,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_FRANCISCO SEGURA,CENTRO,FRANCISCO SEGURA 1909 ENTRE TULCAN Y CARCHI PB,04-3869543,LOPEZ FUENTES BRYAN PAUL,SI,11H00,08H00 A 12H30 - 14H00 A 18H00,09H00 A 14H00,csfranciscosegura.guayaquil@gmail.com
-2.14407,-79.893694,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_GARZOTA,NORTE,CDLA. LA GARZOTA MZ 32 VILLA # 30,04-5043753,LOPEZ FUENTES BRYAN PAUL,SI,11h00,08:30 a 17:30,09:00 a 14:00,csgarzota.guayaquil@gmail.com
-2.193360,-79.927742,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_GOMEZ RENDON Y 33AVA,SURESTE,GOMEZ RENDON 5500 Y 33 AVA FRENTE A FARMACIA YO EL GENERICO,0991565250,BETANCOURT HOYOS ISABEL CRISTINA,SI,11H00,08H30 A 18H00,09H00 A 13H00,csgomezrendon.guayaquil@gmail.com
-2.229745,-79.901062,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_GUANGALA,SUR,CDLA. GUANGALA CALLE ERNESTO ALBAN MOSQUERA SOLAR 2 MZ. E1 DIAG. HOSP. TEODORO MALDONADO CARBO,0989786294,BETANCOURT HOYOS ISABEL CRISTINA,SI,12H00,09H00 A 18H00,10H00 A 14H00,csguangala.guayaquil@gmail.com
-2.2602529,-79.8812954,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_GUASMO SUR LUCHA POPULAR1,SUR,GUASMO SUR COOPERATIVA HOGAR DE LOS POBRES MZ 1906 SL 28 LADO SPA GABINETE SARA,0986606866 - 04-5050796,CABRERA MACIAS JOSE LUIS,SI,12H00,09H00 A 12H30 - 13H30 A 18H00,09H00 A 13H00,csguasmoluchapopular.guayaquil@gmail.com
-2.178233,-79.877110,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_GUAYAQUIL_PUERTO SANTA ANA,CENTRO,AV. P. MENENDEZ GILBERT LOCAL# 03 PUERTO SANTA ANA 3ER PASAJE 5 NE /FRENTE A PARQUEOS CIUDAD DEL RIO,0990804931,LOPEZ FUENTES BRYAN PAUL,SI,10H30,08H30 A 17H00,0,cspuertosantaana@gmail.com
-2.175006,-79.9051660,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_HOSPITAL DEL GUASMO,SUR,GUASMO SUR DIAGONAL A LA ENTRADA DE LA CARTONERA HOSPITAL DEL GUASMO,0959752337,LOPEZ FUENTES BRYAN PAUL,SI,12H00,08H00 A 12H00 - 13H00 A 17H00,09H00 A 13H00,CSGUASMOSUR.GUAYAQUIL@GMAIL.COM
-2.202949,-79.89251,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_HOSPITAL DEL NINO,CENTRO SUR,PEDRO MONCAYO CARLOS GOMEZ RENDON FRENTE HOSPITAL DEL NINO,0958634238,LOPEZ FUENTES BRYAN PAUL,SI,12H00,08H00 A 17H30,08H00 A 17H00,CSHOSPITALNINO.GYE@GMAIL.COM
-2.121937,-79.923481,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_JUAN MONTALVO,NORTE,VIA DAULE COOP. JUAN MONTALVO CALLE 19H SOLAR 01 FICOA DE MONTALVO,0958647633,CABRERA MACIAS JOSE LUIS,SI,12H00,09H00 A 13H00 - 14H00 A 19H00,09H00 A 13H00,csjuanmontalvo.guayaquil@gmail.com
-2.159199,-79.892514,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_JUAN TANCA MARENGO,OESTE,AV. JUAN TANCA MARENGO SL 14 Y CALLE E - ENTRE PINTULAC Y EDF TAIWAN - DIAGIONAL PRIMAX,04-3732000 EXT 4325,BETANCOURT HOYOS ISABEL CRISTINA,SI,10H00,09H30 A 12H00 - 13H00 A 18H30,09H00 A 13H00,csjuantancamarengo.guayaquil@servientrega.com.ec
-2.093894,-79.937028,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_KM 12.5 VIA A DAULE,NORTE,KM 12.5 VIA DAULE C.C. HPERMARKET,04-3732000 EXT 4344,CABRERA MACIAS JOSE LUIS,SI,12H00,10H00 A 20H00,09H00 A 19H00,cskm12.5viadaule.guayaquil@servientrega.com.ec
-2.159214,-79.928055,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_KM 4.5 VIA DAULE,NORTE,KM 4.5 VIA DAULE MI COMISARIATO MAPASINGUE,04-3732000 EXT 4316,LOPEZ FUENTES BRYAN PAUL,SI,10H30,09H00 A 20H00,09H00 A 13H00,cskm4.5viadaule.guayaquil@servientrega.com.ec
-2.1377550,-79.9337010,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_KM 7.5 VIA DAULE,NORTE,VIA DAULE KM 7.5 S/N AV JUAN TANCA MARENGO 1 MZ 11 SL 8 JUNTO A INDUSTRIAS TONI,043732000 EXT 4357,BETANCOURT HOYOS ISABEL CRISTINA,SI,10H30,09H00 A 20H00,10H00 A 13H00,cskm7.5viadaule@servientrega.com.ec
-2.251205,-79.883687,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_LA FLORESTA AV PRINCIPAL,SUR,LA FLORESTA COOP LOS LAURELES MZ 754 SL 15 - A LADO CAJERO COOP JEP,0992867500,CABRERA MACIAS JOSE LUIS,SI,12H00,09H00 - 18H00,09H00 - 13H00,cslaflorestaprincipal.guayaquil@gmail.com
-2.194284,-79.903546,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_LEONIDAS PLAZA,SUR,LEONIDAS PLAZA 609 E/ PEDRO PABLO GOMEZ Y AYACUCHO,09-78625302,LOPEZ FUENTES BRYAN PAUL,SI,10H30,08H30 A 18H30,09:00 A 14:00,csleonidasplaza.guayaquil@gmail.com
-2.159106637090,-79.94790470425,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_LEOPOLDO CARRERA - CEIBOS,NORTE,LEOPOLDO CARRERA 24 Y AV PERIMETRAL URB LAS CUMBRES CEIBOS SHOPPING PB,04-6015533 / 0987049674,CABRERA MACIAS JOSE LUIS,NO,11H00,08H00 A 19H00,08H00 A 16H00,csleopoldocarrera.guayaquil@gmail.com
-2.1854228,-79.8797726,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_LOJA AEROVIA,CENTRO,LOJA S/N ENTRE PANAMA Y ROCAFUERTE DIAG AL AEREOVIA,04-3732000 EXT 4351,LOPEZ FUENTES BRYAN PAUL,SI,11H00,08H00 A 20H00,09H00 A 13H00,cslojaerovia.guayaquil@servientrega.com.ec
-2.230568,-79.895800,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_LOS ALMENDROS,SUR,CDLA. LOS ALMENDROS MZ O SOLAR 34 - FRENTE A DEPRATI SUR,04-3732000 EXT 4322,BETANCOURT HOYOS ISABEL CRISTINA,SI,10H30,09H00 A 19H00,09H00 A 13H00,cslosalmendros.guayaquil@servientrega.com.ec
-2.1191243,-79.9061136,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_LOS ROSALES,NORTE,AV. FRANCISCO DE ORELLANA CDLA LOS ROSALES 1 MZ 626 V 15 LOCAL 2,0960000699 - 04 5102737,CABRERA MACIAS JOSE LUIS,SI,12h00,10H00 A 18H30,10H00 A 12H00,csrosales.guayaquil@gmail.com
-2.109.375,-79.949.636,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_MALL DEL FORTIN,NORTE,SEGUNDA ETAPA DE LA CDLA INMACONSA MZ 103 SL 2-3 MALL DEL FORTIN LOCAL 112,04373200 ext 4360,BETANCOURT HOYOS ISABEL CRISTINA,SI,12H00,10H00 A 20H00,10H00 A 20H00,csmalldelfortin.guayaquil@servientrega.com.ec
-2.1247120,-79.9058530,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_MALL DEL RIO,NORTE,AV FRANCISCO DE ORELLANA S/N Y JOSE LUIS TAMAYO TERAN C.C MALL DEL RIO LOCAL 100 P.B,04-3732000 EXT 4353,CABRERA MACIAS JOSE LUIS,SI,11H00,10H00 A 20H00,10H00 A 21H00,csmalldelrio.guayaquil@servientrega.com.ec
-2.197589,-79.880829,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_MALL MALECON 2000,CENTRO,AV SIMON BOLIVAR CC MALECON 2000 LOCAL BMLCC001,043732000 EXT 4330,LOPEZ FUENTES BRYAN PAUL,NO,12H00,10H00 A 20H00,10H00 A 20H00,csmallmalecon.guayaquil@servientrega.com.ec
-2.142318,-79.92371,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_MARTHA DE ROLDOS,NORTE,MARTHA DE ROLDOS AV 38 A Y CALLEJON 18 F MZ0615 S 12 DG AL REGIOSTRO CIVIL,0959698187,LOPEZ FUENTES BRYAN PAUL,SI,11h00,09H00 A 12H30 - 13H30 A 18H00,09H00 A 13H00,csmarthaderoldos.guayaquil@gmail.com
-2.195039,-79.887518,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_MERCADO CENTRAL,CENTRO,LORENZO DE GARAICOA 1503 Y SUCRE FRENTE AL TIA,0986653927,LOPEZ FUENTES BRYAN PAUL,SI,12H00,08H30 A 18H00,08H00 A 13H00,Csmercadocentral.guayaquil@gmail.com
-2.164640,-79.918730,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_MIRAFLORES,NORTE,MIRAFLORES - CALLE SEXTA Y AV CENTRAL - DIAGONAL A INTERLAB,0984163657,CABRERA MACIAS JOSE LUIS,SI,12h00,08H30 - 18H30,08H30 - 13H30,csmiraflores.guayaquil@gmail.com
-2.082050,-79.915789,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_MUCHO LOTE GRAN AKI,NORTE,AV.FCO.DE ORELLANA S/N ISIDRO AYORA,3732000 ext 4317,LOPEZ FUENTES BRYAN PAUL,SI,10H00,10H00 A 20H00,09:00 A 13:00,csmucholotegranaki.guayaquil@servientrega.com.ec
-2.06710,-79.89985,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_MUCHO LOTE 2,NORTE,AUTOPISTA NARCISA DE JESUS MZ 1243 SOLAR 43 URB. VICTORIA CLUB DIAG COMISARIATO,999437955,LOPEZ FUENTES BRYAN PAUL,SI,11H00,09H00 A 12H30 - 13H00 A 18H30,09H00 A 13H00,csmucholote2.guayaquil@gmail.com
-2.100276,-79.937592,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_PARQUE CALIFORNIA,OESTE,KM 10.5 S/N VIA A DAULE PARQUE CALIFORNIA,04-3732000 EXT 4315,BETANCOURT HOYOS ISABEL CRISTINA,SI,-,09H00 A 13H00 - 14H00 A 18H00,09H00 A 13H00,csparquecalifornia.guayaquil@servientrega.com.ec
-2.097087,-79.916501,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_PARQUE LINEAL MUCHO LOTE 1,NORTE,MUCHO LOTE 1 ETAPA 6 MZ 2642 SL 50 FRENTE AL PARQUE LINEAL JUNTO ASADERO CHANITO,0999950010,CABRERA MACIAS JOSE LUIS,SI,11h00,09H30 A 12H30 - 13H30 A 18H00,08H00 A 12H00,csmucholoteparquelineal.gye@gmail.com
-2.06806,-79.93239,SUR,GUAYAS,GUAYAQUIL,CONCESION,GUAYAQUIL_PASCUALES AV PRINCIPAL,NORTE,AV 28 DE AGOSTO 0507 E/ CUARTA Y QUINTA FRTE AL TUTI,0979748012 - 0997546676,CABRERA MACIAS JOSE LUIS,SI,11h30,09H00 - 17H00,09H00 - 14H00,cspascuales1.guayaquil@gmail.com
-2.177267,-79.941042,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_PIAZZA CEIBOS,OESTE,AV. DEL BOMBERO S/N ( PIAZZA ) AL LADO DEL HOSPITAL DEL IESS CEIBOS,04-3812081,LOPEZ FUENTES BRYAN PAUL,SI,12H30,09H30 A 18H30,09H30 A 13H00,cspiazzaceibos.guayaquil@gmail.com
-2.0864,-79.929250,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_PLAZA CORONEL,NORTE,URB MUCHO LOTE 1 VIGESIMO QUINTA ETAPA VII E ISIDRO AYORA PLAZA CORONEL,3732000 EXT 4354,CABRERA MACIAS JOSE LUIS,SI,12H00,09H30 A 12H00 - 13H00 A 18H30,09H00 A 13H00,csplazacoronel.guayaquil@servientrega.com.ec
-2.171396,-79.898152,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_PLAZA DANIN 106,NORTE,AV C. L. PLAZA DANIN 106 Y AV SAN JORGE,04-3732000 EXT4329,CABRERA MACIAS JOSE LUIS,SI,11H00,08H00 A 20H00,09H00 A 13H00,csplazadanin106.guayaquil@servientrega.com.ec
-2.145412,-79.895430,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_PLAZA LA GARZOTA,NORTE,C.C. PLAZA LA GARZOTA LOCAL 2 - AGUSTIN FREIRE MZ 2 SOLAR 1-15 - JUNTO A SUPERMAXI,04-6037760,CABRERA MACIAS JOSE LUIS,SI,12H00,09H30 A 18H30,09:30 A 12:00,csplazalagarzota.guayaquil@gmail.com
-2.208493,-79.9058429,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_PORTETE 1820 Y GARCIA MORENO,CENTRO SUR,PORTETE 1820 ENTRE GARCIA MORENO Y AV DEL EJERCITO,0993739306,CABRERA MACIAS JOSE LUIS,SI,11H00,09H00 - 19H00,09H00 - 13H00,csportete1820.guayaquil@gmail.com
211365,7989950,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_SAMANES 1,NORTE,AV. FRANCISCO RIZZO S/N CDLA SAMANES 1 MZ 0144 SL 6 REF DIAG A LA FARMACIA CRUZ AZUL,0978613016,LOPEZ FUENTES BRYAN PAUL,SI,11H00,09H00 A 13H00 - 14H00 A 18H30,09H00 A 14H00,cssamanes1.guayaquil@gmail.com
-2.110222,-79.908139,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_SAMANES VI TNTE HUGO ORTIZ,NORTE,SAMANES VI AV FRANCISCO DE ORELLANA S/N TEODORO ALVARADO,0987390919,BETANCOURT HOYOS ISABEL CRISTINA,SI,11H00,08H00 A 19H00,08H00 A 18H00,cs.samanes6.guayaquil@gmail.com
-2.191549,-79.881212,SUR,GUAYAS,GUAYAQUIL,DIRECTO,GUAYAQUIL_SAN FRANCISCO 300,CENTRO,PEDRO CARBO S/N Y AV. 9 DE OCTUBRE,04-3732000 EXT 4310,CABRERA MACIAS JOSE LUIS,NO,-,08H30 A 18H30,NO LABORA,cssanfrancisco300.guayaquil@servientrega.com.ec
-2.126437,-79.893699,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_SAUCES 6,NORTE,SAUCES VI MZ 259 F44 VILLA 10 JTO. A IGLESIA SANTA ISABEL,0982537417,CABRERA MACIAS JOSE LUIS,SI,13H30,08:00 a 19:00,09:00 a 13:00,cssauces6.guayaquil@gmail.com
-2.137227,-79.892303,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_SAUCES 7,NORTE,SAUCES VII MZ F-384 SOL 01 FRENTE A BLOQUES DE APANOR DIAG POLLOS LA ESQUINA DE ALES,0997278712,CABRERA MACIAS JOSE LUIS,SI,11h00,08H00 A 19H00,08H00 A 13H00,cssauces7.guayaquil@gmail.com
-2.1286959,-79.8993105,SUR,GUAYAS,GUAYAQUIL,CRESS,GUAYAQUIL_SAUCES 8,NORTE,SAUCES 8 MZ. F 505 SOLAR 14 AV ISIDRO AYORA Y GABRIEL ROLDOS,09-80704965,LOPEZ FUENTES BRYAN PAUL,SI,11H00,09H00 A 19H00,09H00 A 13H00,cssaucesocho.guayaquil@gmail.com
